1403638128.345097065 0.00004 -0.00002 -0.00008 0.83767 0.00655 0.54603 -0.01094
1403638128.445096970 0.00038 -0.00016 -0.00058 0.83773 0.00549 0.54597 -0.00960
1403638128.545097113 0.00032 0.00018 -0.00052 0.83768 0.00535 0.54606 -0.00939
1403638128.645097017 0.00013 0.00024 -0.00034 0.83764 0.00534 0.54612 -0.00928
1403638128.745096922 0.00041 0.00044 -0.00034 0.83806 0.00455 0.54548 -0.00952
1403638128.845097065 0.00041 0.00033 -0.00027 0.83825 0.00434 0.54519 -0.00893
1403638128.945096970 0.00033 0.00006 -0.00017 0.83811 0.00513 0.54541 -0.00841
1403638129.045097113 0.00045 0.00008 0.00001 0.83794 0.00593 0.54567 -0.00829
1403638129.145097017 0.00061 0.00082 0.00196 0.83765 0.00958 0.54611 -0.00338
1403638129.245096922 0.00107 0.00054 0.00664 0.83344 0.00377 0.55247 -0.01161
1403638129.345097065 0.00087 -0.00283 0.01786 0.82016 -0.02151 0.57056 -0.03650
1403638129.445096970 0.00006 -0.00553 0.02919 0.81544 -0.03810 0.57518 -0.05266
1403638129.545097113 -0.00003 -0.00416 0.03610 0.82818 -0.02253 0.55842 -0.04221
1403638129.645097017 0.00048 -0.00124 0.04524 0.83645 -0.00054 0.54750 -0.02454
1403638129.745096922 0.00363 -0.00014 0.05764 0.83347 0.00210 0.55215 -0.02115
1403638129.845097065 0.00476 0.00197 0.07449 0.83678 0.00408 0.54706 -0.02269
1403638129.945096970 0.00654 0.00557 0.10008 0.84174 0.01148 0.53938 -0.02041
1403638130.045097113 0.00901 0.00818 0.13614 0.83487 0.00709 0.54976 -0.02659
1403638130.145097017 0.01087 0.01048 0.17639 0.82822 0.00236 0.55927 -0.03551
1403638130.245096922 0.01291 0.01369 0.21726 0.82818 0.00875 0.55910 -0.03800
1403638130.345097065 0.01510 0.01587 0.26070 0.82193 0.00251 0.56755 -0.04800
1403638130.445096970 0.01663 0.01799 0.30300 0.81811 -0.00147 0.57213 -0.05796
1403638130.545097113 0.01662 0.02122 0.34281 0.82076 0.01024 0.56873 -0.05292
1403638130.645097017 0.01567 0.02360 0.38161 0.81779 0.01239 0.57320 -0.05014
1403638130.745096922 0.01438 0.02443 0.41994 0.80966 -0.00009 0.58354 -0.06278
1403638130.845097065 0.01303 0.02485 0.45148 0.80637 -0.00662 0.58661 -0.07490
1403638130.945096970 0.01063 0.02247 0.47061 0.80149 -0.00956 0.59289 -0.07747
1403638131.045097113 0.00919 0.01853 0.47275 0.79034 -0.01738 0.60769 -0.07594
1403638131.145097017 0.00719 0.01768 0.45743 0.79155 -0.01462 0.60689 -0.07017
1403638131.245096922 0.01143 0.01900 0.43191 0.80359 0.00004 0.59245 -0.05694
1403638131.345097065 0.01171 0.02030 0.39949 0.81059 0.00817 0.58336 -0.05064
1403638131.445096970 0.01081 0.01948 0.36610 0.81016 0.00585 0.58411 -0.04925
1403638131.545097113 0.00701 0.01804 0.33059 0.81220 0.00870 0.58179 -0.04212
1403638131.645097017 0.00285 0.01565 0.28973 0.81551 0.01200 0.57726 -0.03954
1403638131.745096922 -0.00140 0.01405 0.24799 0.81552 0.01458 0.57746 -0.03537
1403638131.845097065 -0.00711 0.01076 0.20464 0.81691 0.02019 0.57590 -0.02426
1403638131.945096970 -0.01220 0.00869 0.16749 0.81760 0.02259 0.57505 -0.01801
1403638132.045097113 -0.01546 0.00819 0.14457 0.82153 0.03546 0.56899 -0.00911
1403638132.145097017 -0.01744 0.00912 0.14327 0.82644 0.04880 0.56090 -0.00288
1403638132.245096922 -0.01747 0.00776 0.17292 0.82182 0.04672 0.56774 -0.00996
1403638132.345097065 -0.01590 0.00286 0.22498 0.81431 0.04056 0.57861 -0.02143
1403638132.445096970 -0.01359 0.00526 0.28238 0.81003 0.03346 0.58416 -0.03853
1403638132.545097113 -0.01360 0.00728 0.34107 0.79725 0.01871 0.60037 -0.05991
1403638132.645097017 -0.01197 0.01219 0.39094 0.78772 0.00888 0.61157 -0.07344
1403638132.745096922 -0.00874 0.02228 0.42392 0.79442 0.00856 0.60247 -0.07654
1403638132.845097065 -0.00849 0.03262 0.44264 0.79326 0.00410 0.60364 -0.07960
1403638132.945096970 -0.00677 0.03590 0.44689 0.78414 -0.00406 0.61438 -0.08742
1403638133.045097113 -0.00726 0.03191 0.43611 0.78350 0.00490 0.61528 -0.08680
1403638133.145097017 -0.00248 0.01741 0.41380 0.78974 0.01515 0.60855 -0.07580
1403638133.245096922 -0.00025 -0.00775 0.39066 0.79172 0.00917 0.60756 -0.06302
1403638133.345097065 0.00114 -0.04229 0.36501 0.79589 0.00047 0.60381 -0.04445
1403638133.445096970 -0.00275 -0.08481 0.34110 0.80148 -0.00865 0.59745 -0.02441
1403638133.545097113 -0.01214 -0.13033 0.32234 0.80252 -0.02875 0.59584 -0.01000
1403638133.645097017 -0.02645 -0.17225 0.30593 0.80558 -0.04903 0.59039 -0.00864
1403638133.745096922 -0.04429 -0.21272 0.28934 0.80870 -0.06465 0.58465 -0.00124
1403638133.845097065 -0.05736 -0.24336 0.27427 0.81027 -0.07512 0.58099 0.01666
1403638133.945096970 -0.06007 -0.26089 0.26311 0.81151 -0.08265 0.57780 0.02746
1403638134.045097113 -0.04876 -0.25761 0.25980 0.81106 -0.08380 0.57806 0.03158
1403638134.145097017 -0.02578 -0.23814 0.26043 0.81572 -0.07450 0.57257 0.03479
1403638134.245096922 0.00929 -0.21819 0.26459 0.80996 -0.07676 0.58046 0.03384
1403638134.345097065 0.04032 -0.18000 0.27171 0.80576 -0.08373 0.58566 0.02736
1403638134.445096970 0.07413 -0.14368 0.27595 0.80887 -0.08708 0.58121 0.01867
1403638134.545097113 0.10350 -0.10371 0.28123 0.80769 -0.09265 0.58219 0.01057
1403638134.645097017 0.12099 -0.05918 0.28685 0.80783 -0.09462 0.58177 0.00149
1403638134.745096922 0.13747 -0.01612 0.29274 0.81352 -0.09086 0.57439 -0.00298
1403638134.845097065 0.15132 0.02535 0.29859 0.81953 -0.08454 0.56677 -0.00176
1403638134.945096970 0.15913 0.06348 0.30593 0.81703 -0.08348 0.57052 -0.00084
1403638135.045097113 0.16262 0.09280 0.30679 0.81638 -0.08071 0.57185 0.00035
1403638135.145097017 0.16067 0.11704 0.30402 0.82156 -0.07150 0.56562 0.00248
1403638135.245096922 0.15404 0.12555 0.29553 0.82540 -0.06662 0.56059 0.00443
1403638135.345097065 0.14891 0.12070 0.28236 0.82349 -0.06653 0.56337 0.00646
1403638135.445096970 0.13456 0.10629 0.27271 0.82316 -0.06700 0.56369 0.01334
1403638135.545097113 0.11803 0.08011 0.26345 0.82747 -0.06669 0.55718 0.01978
1403638135.645097017 0.11175 0.04992 0.25985 0.82821 -0.06907 0.55540 0.02895
1403638135.745096922 0.10281 0.01998 0.25751 0.82204 -0.08331 0.56262 0.02780
1403638135.845097065 0.08371 -0.01338 0.25537 0.82334 -0.08796 0.55991 0.02957
1403638135.945096970 0.06195 -0.04421 0.25724 0.83107 -0.08126 0.54851 0.04302
1403638136.045097113 0.03873 -0.07487 0.27078 0.83036 -0.08133 0.54860 0.05420
1403638136.145097017 0.01956 -0.11336 0.28859 0.81988 -0.09329 0.56205 0.05652
1403638136.245096922 -0.00562 -0.15770 0.29839 0.81320 -0.10280 0.57025 0.05436
1403638136.345097065 -0.02732 -0.19596 0.29627 0.81320 -0.10477 0.56869 0.06576
1403638136.445096970 -0.04643 -0.22187 0.28975 0.81606 -0.10507 0.56363 0.07294
1403638136.545097113 -0.05514 -0.22817 0.28987 0.81791 -0.11322 0.55939 0.07277
1403638136.645097017 -0.05540 -0.21636 0.30011 0.81675 -0.11975 0.56104 0.06181
1403638136.745096922 -0.05250 -0.18952 0.31468 0.81661 -0.11763 0.56307 0.04756
1403638136.845097065 -0.04417 -0.15197 0.32967 0.81332 -0.11504 0.56975 0.02574
1403638136.945096970 -0.02780 -0.11306 0.33429 0.80282 -0.11874 0.58428 0.00103
1403638137.045097113 -0.01645 -0.07294 0.32093 0.79732 -0.11819 0.59174 -0.01281
1403638137.145097017 -0.00525 -0.03989 0.29109 0.80252 -0.10722 0.58677 -0.01282
1403638137.245096922 0.00008 -0.01072 0.25334 0.81244 -0.09219 0.57563 -0.00933
1403638137.345097065 0.00363 0.00938 0.21214 0.81883 -0.08177 0.56811 -0.00889
1403638137.445096970 0.00480 0.02349 0.17227 0.82518 -0.07435 0.55995 -0.00175
1403638137.545097113 0.00586 0.03594 0.13674 0.83439 -0.06368 0.54738 0.01047
1403638137.645097017 0.00726 0.04028 0.10988 0.83941 -0.05643 0.54009 0.02280
1403638137.745096922 0.00859 0.04821 0.08855 0.83761 -0.06065 0.54212 0.02900
1403638137.845097065 0.00960 0.05077 0.07158 0.84011 -0.06255 0.53788 0.03136
1403638137.945096970 0.00850 0.05338 0.05822 0.84873 -0.05542 0.52446 0.03904
1403638138.045097113 0.00810 0.05582 0.04970 0.85381 -0.04867 0.51661 0.04202
1403638138.145097017 0.00775 0.05614 0.04705 0.84814 -0.05203 0.52571 0.03978
1403638138.245096922 0.00699 0.05559 0.04460 0.84322 -0.05664 0.53343 0.03510
1403638138.345097065 0.00601 0.05581 0.04487 0.83938 -0.05741 0.53937 0.03499
1403638138.445096970 0.00489 0.05597 0.04488 0.83656 -0.05709 0.54378 0.03480
1403638138.545097113 0.00502 0.05594 0.04512 0.83637 -0.05679 0.54415 0.03396
1403638138.645097017 0.00491 0.05608 0.04507 0.83640 -0.05690 0.54413 0.03342
1403638138.745096922 0.00508 0.05604 0.04527 0.83640 -0.05636 0.54425 0.03249
1403638138.845097065 0.00501 0.05608 0.04540 0.83652 -0.05538 0.54420 0.03185
1403638138.945096970 0.00505 0.05616 0.04539 0.83660 -0.05558 0.54410 0.03119
1403638139.045097113 0.00508 0.05631 0.04542 0.83652 -0.05544 0.54429 0.03025
1403638139.145097017 0.00504 0.05646 0.04547 0.83654 -0.05524 0.54433 0.02926
1403638139.245096922 0.00502 0.05655 0.04549 0.83655 -0.05515 0.54436 0.02861
1403638139.345097065 0.00500 0.05655 0.04551 0.83660 -0.05491 0.54431 0.02837
1403638139.445096970 0.00497 0.05655 0.04557 0.83664 -0.05435 0.54434 0.02779
1403638139.545097113 0.00495 0.05654 0.04561 0.83666 -0.05413 0.54434 0.02759
1403638139.645097017 0.00493 0.05656 0.04566 0.83671 -0.05388 0.54431 0.02722
1403638139.745096922 0.00490 0.05661 0.04573 0.83675 -0.05346 0.54432 0.02653
1403638139.845097065 0.00488 0.05663 0.04575 0.83679 -0.05334 0.54428 0.02632
1403638139.945096970 0.00490 0.05666 0.04576 0.83680 -0.05339 0.54428 0.02612
1403638140.045097113 0.00488 0.05667 0.04580 0.83686 -0.05324 0.54422 0.02573
1403638140.145097017 0.00485 0.05670 0.04583 0.83687 -0.05299 0.54423 0.02538
1403638140.245096922 0.00483 0.05674 0.04585 0.83689 -0.05275 0.54426 0.02490
1403638140.345097065 0.00482 0.05675 0.04587 0.83692 -0.05263 0.54423 0.02462
1403638140.445096970 0.00481 0.05676 0.04587 0.83693 -0.05253 0.54423 0.02451
1403638140.545097113 0.00479 0.05678 0.04591 0.83696 -0.05237 0.54421 0.02418
1403638140.645097017 0.00477 0.05681 0.04593 0.83698 -0.05220 0.54421 0.02382
1403638140.745096922 0.00476 0.05683 0.04595 0.83699 -0.05202 0.54423 0.02350
1403638140.845097065 0.00474 0.05685 0.04597 0.83702 -0.05188 0.54421 0.02331
1403638140.945096970 0.00473 0.05686 0.04601 0.83707 -0.05174 0.54416 0.02310
1403638141.045097113 0.00475 0.05688 0.04600 0.83704 -0.05174 0.54420 0.02309
1403638141.145097017 0.00469 0.05690 0.04585 0.83703 -0.05164 0.54424 0.02292
1403638141.245096922 0.00471 0.05689 0.04597 0.83705 -0.05158 0.54421 0.02283
1403638141.345097065 0.00470 0.05690 0.04602 0.83706 -0.05150 0.54421 0.02260
1403638141.445096970 0.00471 0.05690 0.04603 0.83707 -0.05145 0.54420 0.02250
1403638141.545097113 0.00472 0.05690 0.04604 0.83707 -0.05143 0.54421 0.02246
1403638141.645097017 0.00470 0.05692 0.04607 0.83710 -0.05137 0.54418 0.02230
1403638141.745096922 0.00469 0.05692 0.04607 0.83709 -0.05132 0.54420 0.02218
1403638141.845097065 0.00469 0.05693 0.04608 0.83711 -0.05122 0.54418 0.02208
1403638141.945096970 0.00467 0.05694 0.04610 0.83712 -0.05118 0.54417 0.02201
1403638142.045097113 0.00467 0.05696 0.04613 0.83714 -0.05108 0.54416 0.02187
1403638142.145097017 0.00464 0.05700 0.04614 0.83715 -0.05102 0.54416 0.02175
1403638142.245096922 0.00461 0.05686 0.04617 0.83718 -0.05144 0.54406 0.02215
1403638142.345097065 0.00459 0.05689 0.04618 0.83719 -0.05140 0.54404 0.02210
1403638142.445096970 0.00459 0.05696 0.04624 0.83726 -0.05125 0.54394 0.02203
1403638142.545097113 0.00462 0.05698 0.04625 0.83729 -0.05114 0.54393 0.02174
1403638142.645097017 0.00458 0.05710 0.04578 0.83733 -0.05084 0.54391 0.02140
1403638142.745096922 0.00461 0.05690 0.04684 0.83738 -0.05093 0.54382 0.02162
1403638142.845097065 0.00463 0.05680 0.04701 0.83744 -0.05105 0.54369 0.02180
1403638142.945096970 0.00463 0.05683 0.04702 0.83746 -0.05085 0.54370 0.02172
1403638143.045097113 0.00461 0.05685 0.04706 0.83750 -0.05072 0.54365 0.02164
1403638143.145097017 0.00460 0.05682 0.04708 0.83749 -0.05071 0.54367 0.02167
1403638143.245096922 0.00450 0.05693 0.04638 0.83754 -0.05082 0.54358 0.02169
1403638143.345097065 0.00456 0.05680 0.04702 0.83756 -0.05079 0.54355 0.02178
